index,0
Afghanistan,-31.66213888558669
Albania,-98.84186929315834
Algeria,-38.71087846871624
Angola,-54.647607676393896
Antigua and Barbuda,-86.03
Argentina,-28.7543359874424
Armenia,-99.99998127077872
Australia,-88.40330640665294
Austria,-99.82984722321528
Azerbaijan,-99.75308860042993
Bahamas,-86.03
Bahrain,-36.07407321802263
Bangladesh,-15.535508628648746
Barbados,-86.03
Belarus,-99.68780792890357
Belgium,-97.35314698803005
Belize,-76.96607609554653
Benin,-50.40315942241922
Bhutan,-14.930000000000001
Bolivia,-40.00259415583791
Bosnia and Herzegovina,-99.84866492643485
Botswana,-60.15082701171236
Brazil,-25.871526801545187
Brunei Darussalam,-36.27088207432362
Bulgaria,-97.21813333647397
Burkina Faso,-7.475566734174523
Burundi,-34.5311620010864
Cabo Verde,-59.08907477581683
Cambodia,-33.850457132875306
Cameroon,-34.88860815731035
Canada,-85.99358871346719
Central African Republic,-39.49000000000001
Chile,-36.754638570670835
China,-84.49591913230526
Colombia,-51.024583391457
Comoros,-24.44999999999999
Congo Republic,-57.29368604452718
Costa Rica,-56.77061721051304
Cote d'Ivoire,-44.61205832412704
Croatia,-99.51720141946728
Cuba,-41.85622837503663
Cyprus,-99.01190915674788
Czechia,-99.74413181193503
DR Congo,-43.47812141718338
Denmark,-98.18658734753663
Djibouti,-38.814037062348646
Dominica,-96.23981309498723
Dominican Republic,-39.9949329316988
Ecuador,-46.21702049426218
Egypt,-39.57552946348819
El Salvador,-64.12543753757987
Equatorial Guinea,-39.5009182030562
Eritrea,-14.930000000000001
Estonia,-99.78910672788088
Eswatini,-60.108391110186375
Ethiopia,-33.00364733739992
Fiji,-91.00550014253011
Finland,-99.6259518710993
France,-95.74643185170011
French Polynesia,-86.03
Gabon,-55.53604255062062
Gambia,-47.14274105892567
Georgia,-99.47468944013585
Germany,-98.82147235356791
Ghana,-43.985318058433116
Greece,-99.75691460474945
Grenada,-86.0661793643788
Guatemala,-59.535545395033296
Guinea,-12.993267511267895
Guyana,-83.37511761822552
Haiti,-54.27128045851205
Honduras,-81.12984722899125
Hong Kong,-65.93409634764852
Hungary,-99.82983592570142
Iceland,-36.987135222654395
India,-54.26673207353681
Indonesia,-43.736748479517225
Iran,-22.20979068143598
Iraq,-67.60452860538669
Ireland,-70.41638276879864
Israel,-58.18665914516866
Italy,-86.23469361212301
Jamaica,-78.01821242133732
Japan,-58.67721920595519
Jordan,-34.92840502601934
Kazakhstan,-97.82469096105112
Kenya,-32.685906312057675
Kuwait,-31.69172944080976
Kyrgyz Republic,-97.83588540417473
Laos,-34.01885630334524
Latvia,-99.88375777477656
Lebanon,-82.5923241146575
Lesotho,-60.3
Liberia,-36.74422517850649
Libya,-93.87180221556119
Lithuania,-99.8597370205182
Luxembourg,-96.40207176652164
Madagascar,-60.3
Malawi,-18.633115619947
Malaysia,-36.672003221599546
Maldives,-43.7
Mali,-11.741430117394748
Malta,-99.98686119732652
Marshall Islands,-99.97999999999999
Mauritania,-38.88608328960599
Mauritius,-43.679635002969555
Mexico,-78.12034726190856
Moldova,0.0
Mongolia,-89.25210066093976
Montenegro,-99.99997302534435
Morocco,-44.50015555666585
Mozambique,-59.01139236911806
Myanmar,-23.8622953468467
Namibia,-60.256333798617014
Nepal,-15.081090428749564
Netherlands,-83.46129723927962
New Caledonia,-55.39999999999999
New Zealand,-78.51628717376411
Nicaragua,-60.347153232898066
Niger,-8.401045511529553
Nigeria,-39.618886253563076
North Macedonia,-99.21791592687454
Norway,-98.42514982713568
Oman,-32.86599330868668
Pakistan,-56.24193434455095
Palestine,-25.30531828173156
Panama,-58.40650152249485
Papua New Guinea,-53.06741573789312
Paraguay,-16.672197232128564
Peru,-42.85135738670043
Philippines,-29.07971455393096
Poland,-98.13032952022635
Portugal,-55.12319053320653
Qatar,-61.81320542049497
Romania,-99.87329822712395
Russia,-98.86033496334727
Rwanda,-29.616430235907824
Sao Tome and Principe,-42.88286548325601
Saudi Arabia,-40.94192500210006
Senegal,-41.70982891745357
Serbia,-97.68288153601968
Seychelles,-34.43716506948629
Sierra Leone,-60.3
Singapore,-32.80098350023591
Slovakia,-99.92625805843666
Slovenia,0.0
Somalia,-30.461690955699243
South Africa,-38.93114976486024
South Korea,-49.05188196018294
South Sudan,-40.67410904480997
Spain,-60.15818261221436
Sri Lanka,-19.921749627804274
St. Kitts and Nevis,-86.03
St. Lucia,-86.15918717438717
St. Vincent and the Grenadines,-86.03
Sudan,-42.93870282245463
Suriname,-66.13706957528835
Sweden,-99.43486564639592
Switzerland,-98.69025792435842
Syria,-92.42121087065216
Taiwan,-42.57809830791925
Tajikistan,-97.93937618802686
Tanzania,-37.79358659957144
Thailand,-42.02636364333728
Timor-Leste,-9.569999999999999
Togo,-60.67655638586863
Trinidad and Tobago,-85.39778328139047
Tunisia,-70.60350221989843
Turkmenistan,-92.30083366120496
Türkiye,-96.55873208504737
Uganda,-24.28182768211397
Ukraine,-99.99786514498818
United Arab Emirates,-40.7986702895878
United Kingdom,-85.49179476673194
United States,-64.87406114481614
Uruguay,-24.94047414748972
Uzbekistan,-98.69872320885268
Venezuela,-50.290254072412154
Vietnam,-35.15244983812134
Yemen,-40.94818604906737
Zambia,-32.65516999956496
Zimbabwe,-40.73207683522788
